country,year,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
Mexico,1988,male,15-24 years,418,9021000,4.63,Mexico1988,,"183,144,164,357",2630,Generation X
Mexico,1988,female,15-24 years,118,8850000,1.33,Mexico1988,,"183,144,164,357",2630,Generation X
Mexico,1988,female,75+ years,7,614000,1.14,Mexico1988,,"183,144,164,357",2630,G.I. Generation
Mexico,1988,female,25-34 years,59,5953000,0.99,Mexico1988,,"183,144,164,357",2630,Boomers
Mexico,1988,female,35-54 years,60,6590000,0.91,Mexico1988,,"183,144,164,357",2630,Silent
Mexico,1988,female,55-74 years,21,2844000,0.74,Mexico1988,,"183,144,164,357",2630,G.I. Generation
Mexico,1988,male,5-14 years,46,10438000,0.44,Mexico1988,,"183,144,164,357",2630,Generation X
Mexico,1988,female,5-14 years,15,10101000,0.15,Mexico1988,,"183,144,164,357",2630,Generation X
Mexico,1989,male,75+ years,83,476000,17.44,Mexico1989,,"222,977,046,516",3125,G.I. Generation
Mexico,1989,male,55-74 years,212,2613000,8.11,Mexico1989,,"222,977,046,516",3125,G.I. Generation
Mexico,1989,male,35-54 years,404,6586000,6.13,Mexico1989,,"222,977,046,516",3125,Silent
Mexico,1989,male,25-34 years,369,6109000,6.04,Mexico1989,,"222,977,046,516",3125,Boomers
Mexico,1989,male,15-24 years,472,9284000,5.08,Mexico1989,,"222,977,046,516",3125,Generation X
Mexico,1989,female,35-54 years,79,6807000,1.16,Mexico1989,,"222,977,046,516",3125,Silent
Mexico,1989,female,15-24 years,96,9111000,1.05,Mexico1989,,"222,977,046,516",3125,Generation X
Mexico,1989,female,25-34 years,64,6186000,1.03,Mexico1989,,"222,977,046,516",3125,Boomers
Mexico,1989,female,55-74 years,27,2961000,0.91,Mexico1989,,"222,977,046,516",3125,G.I. Generation
Mexico,1989,female,75+ years,5,632000,0.79,Mexico1989,,"222,977,046,516",3125,G.I. Generation
Mexico,1989,male,5-14 years,40,10466000,0.38,Mexico1989,,"222,977,046,516",3125,Generation X
Mexico,1989,female,5-14 years,14,10128000,0.14,Mexico1989,,"222,977,046,516",3125,Generation X
Mexico,1990,male,75+ years,87,489000,17.79,Mexico1990,0.648,"262,709,948,091",3595,G.I. Generation
Mexico,1990,male,55-74 years,224,2709000,8.27,Mexico1990,0.648,"262,709,948,091",3595,G.I. Generation
Mexico,1990,male,35-54 years,437,6812000,6.42,Mexico1990,0.648,"262,709,948,091",3595,Silent
Mexico,1990,male,25-34 years,387,6347000,6.1,Mexico1990,0.648,"262,709,948,091",3595,Boomers
Mexico,1990,male,15-24 years,472,9501000,4.97,Mexico1990,0.648,"262,709,948,091",3595,Generation X
Mexico,1990,female,15-24 years,114,9327000,1.22,Mexico1990,0.648,"262,709,948,091",3595,Generation X
Mexico,1990,female,55-74 years,34,3073000,1.11,Mexico1990,0.648,"262,709,948,091",3595,G.I. Generation
Mexico,1990,female,25-34 years,57,6426000,0.89,Mexico1990,0.648,"262,709,948,091",3595,Boomers
Mexico,1990,female,35-54 years,58,7045000,0.82,Mexico1990,0.648,"262,709,948,091",3595,Silent
Mexico,1990,female,75+ years,5,650900,0.77,Mexico1990,0.648,"262,709,948,091",3595,G.I. Generation
Mexico,1990,male,5-14 years,41,10518000,0.39,Mexico1990,0.648,"262,709,948,091",3595,Generation X
Mexico,1990,female,5-14 years,10,10179000,0.1,Mexico1990,0.648,"262,709,948,091",3595,Generation X
Mexico,1991,male,75+ years,73,500300,14.59,Mexico1991,,"314,454,015,372",4204,G.I. Generation
Mexico,1991,male,55-74 years,240,2799000,8.57,Mexico1991,,"314,454,015,372",4204,Silent
Mexico,1991,male,25-34 years,430,6592000,6.52,Mexico1991,,"314,454,015,372",4204,Boomers
Mexico,1991,male,35-54 years,440,7060000,6.23,Mexico1991,,"314,454,015,372",4204,Boomers
Mexico,1991,male,15-24 years,560,9666000,5.79,Mexico1991,,"314,454,015,372",4204,Generation X
Mexico,1991,female,75+ years,8,667000,1.2,Mexico1991,,"314,454,015,372",4204,G.I. Generation
Mexico,1991,female,15-24 years,113,9492000,1.19,Mexico1991,,"314,454,015,372",4204,Generation X
Mexico,1991,female,25-34 years,72,6672000,1.08,Mexico1991,,"314,454,015,372",4204,Boomers
Mexico,1991,female,35-54 years,75,7306000,1.03,Mexico1991,,"314,454,015,372",4204,Boomers
Mexico,1991,female,55-74 years,28,3182000,0.88,Mexico1991,,"314,454,015,372",4204,Silent
Mexico,1991,male,5-14 years,46,10601000,0.43,Mexico1991,,"314,454,015,372",4204,Millenials
Mexico,1991,female,5-14 years,18,10259000,0.18,Mexico1991,,"314,454,015,372",4204,Millenials
Mexico,1992,male,75+ years,95,549600,17.29,Mexico1992,,"363,609,163,462",4830,G.I. Generation
Mexico,1992,male,55-74 years,243,2862600,8.49,Mexico1992,,"363,609,163,462",4830,Silent
Mexico,1992,male,25-34 years,484,6347100,7.63,Mexico1992,,"363,609,163,462",4830,Boomers
Mexico,1992,male,35-54 years,482,7168700,6.72,Mexico1992,,"363,609,163,462",4830,Boomers
Mexico,1992,male,15-24 years,554,9572400,5.79,Mexico1992,,"363,609,163,462",4830,Generation X
Mexico,1992,female,15-24 years,126,9605800,1.31,Mexico1992,,"363,609,163,462",4830,Generation X
Mexico,1992,female,25-34 years,84,6654900,1.26,Mexico1992,,"363,609,163,462",4830,Boomers
Mexico,1992,female,75+ years,8,730100,1.1,Mexico1992,,"363,609,163,462",4830,G.I. Generation
Mexico,1992,female,55-74 years,33,3193600,1.03,Mexico1992,,"363,609,163,462",4830,Silent
Mexico,1992,female,35-54 years,66,7544500,0.87,Mexico1992,,"363,609,163,462",4830,Boomers
Mexico,1992,male,5-14 years,41,10704300,0.38,Mexico1992,,"363,609,163,462",4830,Millenials
Mexico,1992,female,5-14 years,21,10352200,0.2,Mexico1992,,"363,609,163,462",4830,Millenials
Mexico,1993,male,75+ years,95,560100,16.96,Mexico1993,,"500,736,065,605",6518,G.I. Generation
Mexico,1993,male,55-74 years,255,2963500,8.6,Mexico1993,,"500,736,065,605",6518,Silent
Mexico,1993,male,25-34 years,488,6543100,7.46,Mexico1993,,"500,736,065,605",6518,Boomers
Mexico,1993,male,35-54 years,546,7427100,7.35,Mexico1993,,"500,736,065,605",6518,Boomers
Mexico,1993,male,15-24 years,582,9745400,5.97,Mexico1993,,"500,736,065,605",6518,Generation X
Mexico,1993,female,15-24 years,126,9764500,1.29,Mexico1993,,"500,736,065,605",6518,Generation X
Mexico,1993,female,35-54 years,83,7837300,1.06,Mexico1993,,"500,736,065,605",6518,Boomers
Mexico,1993,female,55-74 years,32,3305700,0.97,Mexico1993,,"500,736,065,605",6518,Silent
Mexico,1993,female,25-34 years,64,6871000,0.93,Mexico1993,,"500,736,065,605",6518,Boomers
Mexico,1993,female,75+ years,6,745600,0.8,Mexico1993,,"500,736,065,605",6518,G.I. Generation
Mexico,1993,male,5-14 years,45,10712100,0.42,Mexico1993,,"500,736,065,605",6518,Millenials
Mexico,1993,female,5-14 years,20,10351400,0.19,Mexico1993,,"500,736,065,605",6518,Millenials
Mexico,1994,male,75+ years,100,573400,17.44,Mexico1994,,"527,813,238,126",6735,G.I. Generation
Mexico,1994,male,55-74 years,299,3066800,9.75,Mexico1994,,"527,813,238,126",6735,Silent
Mexico,1994,male,25-34 years,550,6757200,8.14,Mexico1994,,"527,813,238,126",6735,Boomers
Mexico,1994,male,35-54 years,554,7691700,7.2,Mexico1994,,"527,813,238,126",6735,Boomers
Mexico,1994,male,15-24 years,646,9882000,6.54,Mexico1994,,"527,813,238,126",6735,Generation X
Mexico,1994,female,15-24 years,168,9886600,1.7,Mexico1994,,"527,813,238,126",6735,Generation X
Mexico,1994,female,75+ years,12,764600,1.57,Mexico1994,,"527,813,238,126",6735,G.I. Generation
Mexico,1994,female,35-54 years,88,8137700,1.08,Mexico1994,,"527,813,238,126",6735,Boomers
Mexico,1994,female,25-34 years,71,7102600,1,Mexico1994,,"527,813,238,126",6735,Boomers
Mexico,1994,female,55-74 years,28,3420700,0.82,Mexico1994,,"527,813,238,126",6735,Silent
Mexico,1994,male,5-14 years,46,10730100,0.43,Mexico1994,,"527,813,238,126",6735,Millenials
Mexico,1994,female,5-14 years,26,10360700,0.25,Mexico1994,,"527,813,238,126",6735,Millenials
Mexico,1995,male,75+ years,111,590900,18.78,Mexico1995,0.67,"360,073,909,244",4505,G.I. Generation
Mexico,1995,male,55-74 years,298,3172300,9.39,Mexico1995,0.67,"360,073,909,244",4505,Silent
Mexico,1995,male,25-34 years,640,6993100,9.15,Mexico1995,0.67,"360,073,909,244",4505,Generation X
Mexico,1995,male,15-24 years,755,9978800,7.57,Mexico1995,0.67,"360,073,909,244",4505,Generation X
Mexico,1995,male,35-54 years,580,7960500,7.29,Mexico1995,0.67,"360,073,909,244",4505,Boomers
Mexico,1995,female,15-24 years,198,9970200,1.99,Mexico1995,0.67,"360,073,909,244",4505,Generation X
Mexico,1995,female,25-34 years,87,7352700,1.18,Mexico1995,0.67,"360,073,909,244",4505,Generation X
Mexico,1995,female,35-54 years,89,8443500,1.05,Mexico1995,0.67,"360,073,909,244",4505,Boomers
Mexico,1995,female,75+ years,8,789100,1.01,Mexico1995,0.67,"360,073,909,244",4505,G.I. Generation
Mexico,1995,female,55-74 years,34,3538000,0.96,Mexico1995,0.67,"360,073,909,244",4505,Silent
Mexico,1995,male,5-14 years,50,10758200,0.46,Mexico1995,0.67,"360,073,909,244",4505,Millenials
Mexico,1995,female,5-14 years,27,10379800,0.26,Mexico1995,0.67,"360,073,909,244",4505,Millenials
Mexico,1996,male,75+ years,115,684228,16.81,Mexico1996,,"410,975,595,310",4904,G.I. Generation
Mexico,1996,male,55-74 years,309,3367371,9.18,Mexico1996,,"410,975,595,310",4904,Silent
Mexico,1996,male,25-34 years,620,7310893,8.48,Mexico1996,,"410,975,595,310",4904,Generation X
Mexico,1996,male,35-54 years,638,8288306,7.7,Mexico1996,,"410,975,595,310",4904,Boomers
Mexico,1996,male,15-24 years,771,10461846,7.37,Mexico1996,,"410,975,595,310",4904,Generation X
Mexico,1996,female,15-24 years,217,10401655,2.09,Mexico1996,,"410,975,595,310",4904,Generation X
Mexico,1996,female,25-34 years,108,7578706,1.43,Mexico1996,,"410,975,595,310",4904,Generation X
Mexico,1996,female,35-54 years,103,8556474,1.2,Mexico1996,,"410,975,595,310",4904,Boomers
Mexico,1996,female,55-74 years,33,3868948,0.85,Mexico1996,,"410,975,595,310",4904,Silent
Mexico,1996,male,5-14 years,61,11350080,0.54,Mexico1996,,"410,975,595,310",4904,Millenials
Mexico,1996,female,75+ years,4,953167,0.42,Mexico1996,,"410,975,595,310",4904,G.I. Generation
Mexico,1996,female,5-14 years,29,10980620,0.26,Mexico1996,,"410,975,595,310",4904,Millenials
Mexico,1997,male,75+ years,109,713693,15.27,Mexico1997,,"500,413,483,109",5864,G.I. Generation
Mexico,1997,male,25-34 years,721,7614070,9.47,Mexico1997,,"500,413,483,109",5864,Generation X
Mexico,1997,male,15-24 years,931,10469891,8.89,Mexico1997,,"500,413,483,109",5864,Generation X
Mexico,1997,male,55-74 years,280,3469821,8.07,Mexico1997,,"500,413,483,109",5864,Silent
Mexico,1997,male,35-54 years,689,8545328,8.06,Mexico1997,,"500,413,483,109",5864,Boomers
Mexico,1997,female,15-24 years,255,10389836,2.45,Mexico1997,,"500,413,483,109",5864,Generation X
Mexico,1997,female,25-34 years,118,7878137,1.5,Mexico1997,,"500,413,483,109",5864,Generation X
Mexico,1997,female,35-54 years,97,8847199,1.1,Mexico1997,,"500,413,483,109",5864,Boomers
Mexico,1997,female,55-74 years,35,3962305,0.88,Mexico1997,,"500,413,483,109",5864,Silent
Mexico,1997,male,5-14 years,81,11419034,0.71,Mexico1997,,"500,413,483,109",5864,Millenials
Mexico,1997,female,75+ years,4,995305,0.4,Mexico1997,,"500,413,483,109",5864,G.I. Generation
Mexico,1997,female,5-14 years,30,11036261,0.27,Mexico1997,,"500,413,483,109",5864,Millenials
Mexico,1998,male,75+ years,117,743519,15.74,Mexico1998,,"526,502,129,378",6064,G.I. Generation
Mexico,1998,male,25-34 years,774,7923430,9.77,Mexico1998,,"526,502,129,378",6064,Generation X
Mexico,1998,male,15-24 years,860,10444415,8.23,Mexico1998,,"526,502,129,378",6064,Generation X
Mexico,1998,male,55-74 years,288,3576372,8.05,Mexico1998,,"526,502,129,378",6064,Silent
Mexico,1998,male,35-54 years,676,8802383,7.68,Mexico1998,,"526,502,129,378",6064,Boomers
Mexico,1998,female,15-24 years,227,10340767,2.2,Mexico1998,,"526,502,129,378",6064,Generation X
Mexico,1998,female,25-34 years,113,8178534,1.38,Mexico1998,,"526,502,129,378",6064,Generation X
Mexico,1998,female,35-54 years,95,9136813,1.04,Mexico1998,,"526,502,129,378",6064,Boomers
Mexico,1998,female,75+ years,10,1038891,0.96,Mexico1998,,"526,502,129,378",6064,G.I. Generation
Mexico,1998,male,5-14 years,87,11488804,0.76,Mexico1998,,"526,502,129,378",6064,Millenials
Mexico,1998,female,55-74 years,29,4058048,0.71,Mexico1998,,"526,502,129,378",6064,Silent
Mexico,1998,female,5-14 years,36,11093702,0.32,Mexico1998,,"526,502,129,378",6064,Millenials
Mexico,1999,male,75+ years,109,772816,14.1,Mexico1999,,"600,232,874,043",6800,G.I. Generation
Mexico,1999,male,15-24 years,940,10416842,9.02,Mexico1999,,"600,232,874,043",6800,Generation X
Mexico,1999,male,25-34 years,726,8214958,8.84,Mexico1999,,"600,232,874,043",6800,Generation X
Mexico,1999,male,55-74 years,317,3684714,8.6,Mexico1999,,"600,232,874,043",6800,Silent
Mexico,1999,male,35-54 years,668,9064400,7.37,Mexico1999,,"600,232,874,043",6800,Boomers
Mexico,1999,female,15-24 years,211,10286270,2.05,Mexico1999,,"600,232,874,043",6800,Generation X
Mexico,1999,female,35-54 years,114,9433287,1.21,Mexico1999,,"600,232,874,043",6800,Boomers
Mexico,1999,female,25-34 years,100,8457907,1.18,Mexico1999,,"600,232,874,043",6800,Generation X
Mexico,1999,female,75+ years,9,1083212,0.83,Mexico1999,,"600,232,874,043",6800,G.I. Generation
Mexico,1999,female,55-74 years,34,4152769,0.82,Mexico1999,,"600,232,874,043",6800,Silent
Mexico,1999,male,5-14 years,59,11553882,0.51,Mexico1999,,"600,232,874,043",6800,Millenials
Mexico,1999,female,5-14 years,40,11150920,0.36,Mexico1999,,"600,232,874,043",6800,Millenials
Mexico,2000,male,75+ years,105,801173,13.11,Mexico2000,0.699,"707,906,744,575",7892,G.I. Generation
Mexico,2000,male,25-34 years,797,8473261,9.41,Mexico2000,0.699,"707,906,744,575",7892,Generation X
Mexico,2000,male,15-24 years,870,10407812,8.36,Mexico2000,0.699,"707,906,744,575",7892,Generation X
Mexico,2000,male,55-74 years,317,3793938,8.36,Mexico2000,0.699,"707,906,744,575",7892,Silent
Mexico,2000,male,35-54 years,755,9334127,8.09,Mexico2000,0.699,"707,906,744,575",7892,Boomers
Mexico,2000,female,15-24 years,231,10247321,2.25,Mexico2000,0.699,"707,906,744,575",7892,Generation X
Mexico,2000,female,25-34 years,101,8702615,1.16,Mexico2000,0.699,"707,906,744,575",7892,Generation X
Mexico,2000,female,35-54 years,111,9741546,1.14,Mexico2000,0.699,"707,906,744,575",7892,Boomers
Mexico,2000,female,75+ years,12,1128113,1.06,Mexico2000,0.699,"707,906,744,575",7892,G.I. Generation
Mexico,2000,female,55-74 years,39,4245190,0.92,Mexico2000,0.699,"707,906,744,575",7892,Silent
Mexico,2000,male,5-14 years,75,11611360,0.65,Mexico2000,0.699,"707,906,744,575",7892,Millenials
Mexico,2000,female,5-14 years,43,11208337,0.38,Mexico2000,0.699,"707,906,744,575",7892,Millenials
Mexico,2001,male,75+ years,161,836476,19.25,Mexico2001,,"756,706,300,590",8311,Silent
Mexico,2001,male,25-34 years,837,8719740,9.6,Mexico2001,,"756,706,300,590",8311,Generation X
Mexico,2001,male,15-24 years,908,10392763,8.74,Mexico2001,,"756,706,300,590",8311,Millenials
Mexico,2001,male,55-74 years,338,3891947,8.68,Mexico2001,,"756,706,300,590",8311,Silent
Mexico,2001,male,35-54 years,765,9614513,7.96,Mexico2001,,"756,706,300,590",8311,Boomers
Mexico,2001,female,15-24 years,263,10198732,2.58,Mexico2001,,"756,706,300,590",8311,Millenials
Mexico,2001,female,25-34 years,136,8930235,1.52,Mexico2001,,"756,706,300,590",8311,Generation X
Mexico,2001,female,35-54 years,148,10069614,1.47,Mexico2001,,"756,706,300,590",8311,Boomers
Mexico,2001,female,55-74 years,51,4322994,1.18,Mexico2001,,"756,706,300,590",8311,Silent
Mexico,2001,female,75+ years,13,1178437,1.1,Mexico2001,,"756,706,300,590",8311,Silent
Mexico,2001,male,5-14 years,79,11648383,0.68,Mexico2001,,"756,706,300,590",8311,Millenials
Mexico,2001,female,5-14 years,61,11248880,0.54,Mexico2001,,"756,706,300,590",8311,Millenials
Mexico,2002,male,75+ years,124,869659,14.26,Mexico2002,,"772,106,378,935",8357,Silent
Mexico,2002,male,25-34 years,852,8935002,9.54,Mexico2002,,"772,106,378,935",8357,Generation X
Mexico,2002,male,15-24 years,919,10391176,8.84,Mexico2002,,"772,106,378,935",8357,Millenials
Mexico,2002,male,55-74 years,348,3991819,8.72,Mexico2002,,"772,106,378,935",8357,Silent
Mexico,2002,male,35-54 years,824,9900926,8.32,Mexico2002,,"772,106,378,935",8357,Boomers
Mexico,2002,female,15-24 years,260,10166352,2.56,Mexico2002,,"772,106,378,935",8357,Millenials
Mexico,2002,female,35-54 years,158,10409349,1.52,Mexico2002,,"772,106,378,935",8357,Boomers
Mexico,2002,female,25-34 years,119,9124293,1.3,Mexico2002,,"772,106,378,935",8357,Generation X
Mexico,2002,female,55-74 years,46,4401799,1.05,Mexico2002,,"772,106,378,935",8357,Silent
Mexico,2002,male,5-14 years,103,11684250,0.88,Mexico2002,,"772,106,378,935",8357,Millenials
Mexico,2002,female,75+ years,10,1227458,0.81,Mexico2002,,"772,106,378,935",8357,Silent
Mexico,2002,female,5-14 years,63,11292233,0.56,Mexico2002,,"772,106,378,935",8357,Millenials
Mexico,2003,male,75+ years,151,901495,16.75,Mexico2003,,"729,336,319,677",7779,Silent
Mexico,2003,male,25-34 years,911,9114537,10,Mexico2003,,"729,336,319,677",7779,Generation X
Mexico,2003,male,55-74 years,385,4100347,9.39,Mexico2003,,"729,336,319,677",7779,Silent
Mexico,2003,male,15-24 years,953,10408446,9.16,Mexico2003,,"729,336,319,677",7779,Millenials
Mexico,2003,male,35-54 years,885,10201542,8.68,Mexico2003,,"729,336,319,677",7779,Boomers
Mexico,2003,female,15-24 years,280,10156204,2.76,Mexico2003,,"729,336,319,677",7779,Millenials
Mexico,2003,female,35-54 years,171,10765671,1.59,Mexico2003,,"729,336,319,677",7779,Boomers
Mexico,2003,female,25-34 years,125,9280350,1.35,Mexico2003,,"729,336,319,677",7779,Generation X
Mexico,2003,female,55-74 years,55,4489997,1.22,Mexico2003,,"729,336,319,677",7779,Silent
Mexico,2003,female,75+ years,11,1276432,0.86,Mexico2003,,"729,336,319,677",7779,Silent
Mexico,2003,male,5-14 years,91,11723507,0.78,Mexico2003,,"729,336,319,677",7779,Millenials
Mexico,2003,female,5-14 years,52,11340331,0.46,Mexico2003,,"729,336,319,677",7779,Millenials
Mexico,2004,male,75+ years,140,932624,15.01,Mexico2004,,"782,240,601,985",8217,Silent
Mexico,2004,male,25-34 years,885,9254521,9.56,Mexico2004,,"782,240,601,985",8217,Generation X
Mexico,2004,male,55-74 years,390,4227720,9.22,Mexico2004,,"782,240,601,985",8217,Silent
Mexico,2004,male,15-24 years,942,10447031,9.02,Mexico2004,,"782,240,601,985",8217,Millenials
Mexico,2004,male,35-54 years,926,10528424,8.8,Mexico2004,,"782,240,601,985",8217,Boomers
Mexico,2004,female,15-24 years,238,10169971,2.34,Mexico2004,,"782,240,601,985",8217,Millenials
Mexico,2004,female,25-34 years,158,9394059,1.68,Mexico2004,,"782,240,601,985",8217,Generation X
Mexico,2004,female,55-74 years,67,4599859,1.46,Mexico2004,,"782,240,601,985",8217,Silent
Mexico,2004,female,35-54 years,148,11144750,1.33,Mexico2004,,"782,240,601,985",8217,Boomers
Mexico,2004,female,75+ years,14,1326483,1.06,Mexico2004,,"782,240,601,985",8217,Silent
Mexico,2004,male,5-14 years,98,11772473,0.83,Mexico2004,,"782,240,601,985",8217,Millenials
Mexico,2004,female,5-14 years,50,11395153,0.44,Mexico2004,,"782,240,601,985",8217,Millenials
Mexico,2005,male,75+ years,154,963447,15.98,Mexico2005,0.722,"877,476,221,382",9071,Silent
Mexico,2005,male,25-34 years,956,9355305,10.22,Mexico2005,0.722,"877,476,221,382",9071,Generation X
Mexico,2005,male,35-54 years,1018,10888804,9.35,Mexico2005,0.722,"877,476,221,382",9071,Boomers
Mexico,2005,male,15-24 years,943,10509381,8.97,Mexico2005,0.722,"877,476,221,382",9071,Millenials
Mexico,2005,male,55-74 years,375,4380597,8.56,Mexico2005,0.722,"877,476,221,382",9071,Silent
Mexico,2005,female,15-24 years,272,10208805,2.66,Mexico2005,0.722,"877,476,221,382",9071,Millenials
Mexico,2005,female,25-34 years,159,9465920,1.68,Mexico2005,0.722,"877,476,221,382",9071,Generation X
Mexico,2005,female,35-54 years,177,11550016,1.53,Mexico2005,0.722,"877,476,221,382",9071,Boomers
Mexico,2005,female,55-74 years,54,4739632,1.14,Mexico2005,0.722,"877,476,221,382",9071,Silent
Mexico,2005,male,5-14 years,98,11833699,0.83,Mexico2005,0.722,"877,476,221,382",9071,Millenials
Mexico,2005,female,75+ years,11,1378312,0.8,Mexico2005,0.722,"877,476,221,382",9071,Silent
Mexico,2005,female,5-14 years,57,11456090,0.5,Mexico2005,0.722,"877,476,221,382",9071,Millenials
Mexico,2006,male,75+ years,139,1009855,13.76,Mexico2006,,"975,387,131,716",9906,Silent
Mexico,2006,male,25-34 years,928,9459323,9.81,Mexico2006,,"975,387,131,716",9906,Generation X
Mexico,2006,male,55-74 years,419,4535133,9.24,Mexico2006,,"975,387,131,716",9906,Silent
Mexico,2006,male,35-54 years,995,11286802,8.82,Mexico2006,,"975,387,131,716",9906,Boomers
Mexico,2006,male,15-24 years,926,10624582,8.72,Mexico2006,,"975,387,131,716",9906,Millenials
Mexico,2006,female,15-24 years,287,10309008,2.78,Mexico2006,,"975,387,131,716",9906,Millenials
Mexico,2006,female,25-34 years,137,9546600,1.44,Mexico2006,,"975,387,131,716",9906,Generation X
Mexico,2006,female,35-54 years,161,11985917,1.34,Mexico2006,,"975,387,131,716",9906,Boomers
Mexico,2006,female,55-74 years,52,4886682,1.06,Mexico2006,,"975,387,131,716",9906,Silent
Mexico,2006,male,5-14 years,114,11875780,0.96,Mexico2006,,"975,387,131,716",9906,Millenials
Mexico,2006,female,75+ years,11,1441037,0.76,Mexico2006,,"975,387,131,716",9906,Silent
Mexico,2006,female,5-14 years,61,11508120,0.53,Mexico2006,,"975,387,131,716",9906,Millenials
Mexico,2007,male,75+ years,136,1055853,12.88,Mexico2007,,"1,052,696,282,279",10496,Silent
Mexico,2007,male,25-34 years,943,9530655,9.89,Mexico2007,,"1,052,696,282,279",10496,Generation X
Mexico,2007,male,55-74 years,421,4716115,8.93,Mexico2007,,"1,052,696,282,279",10496,Silent
Mexico,2007,male,35-54 years,1030,11726685,8.78,Mexico2007,,"1,052,696,282,279",10496,Boomers
Mexico,2007,male,15-24 years,910,10761087,8.46,Mexico2007,,"1,052,696,282,279",10496,Millenials
Mexico,2007,female,15-24 years,272,10427676,2.61,Mexico2007,,"1,052,696,282,279",10496,Millenials
Mexico,2007,female,25-34 years,173,9590582,1.8,Mexico2007,,"1,052,696,282,279",10496,Generation X
Mexico,2007,female,35-54 years,202,12451981,1.62,Mexico2007,,"1,052,696,282,279",10496,Boomers
Mexico,2007,female,55-74 years,48,5064820,0.95,Mexico2007,,"1,052,696,282,279",10496,Silent
Mexico,2007,female,75+ years,14,1503866,0.93,Mexico2007,,"1,052,696,282,279",10496,Silent
Mexico,2007,male,5-14 years,83,11918904,0.7,Mexico2007,,"1,052,696,282,279",10496,Generation Z
Mexico,2007,female,5-14 years,53,11546073,0.46,Mexico2007,,"1,052,696,282,279",10496,Generation Z
Mexico,2008,male,75+ years,145,1101082,13.17,Mexico2008,,"1,109,989,038,339",10864,Silent
Mexico,2008,male,25-34 years,959,9582642,10.01,Mexico2008,,"1,109,989,038,339",10864,Generation X
Mexico,2008,male,55-74 years,457,4918339,9.29,Mexico2008,,"1,109,989,038,339",10864,Silent
Mexico,2008,male,15-24 years,997,10909870,9.14,Mexico2008,,"1,109,989,038,339",10864,Millenials
Mexico,2008,male,35-54 years,1113,12193540,9.13,Mexico2008,,"1,109,989,038,339",10864,Boomers
Mexico,2008,female,15-24 years,325,10559325,3.08,Mexico2008,,"1,109,989,038,339",10864,Millenials
Mexico,2008,female,25-34 years,176,9612896,1.83,Mexico2008,,"1,109,989,038,339",10864,Generation X
Mexico,2008,female,35-54 years,213,12936391,1.65,Mexico2008,,"1,109,989,038,339",10864,Boomers
Mexico,2008,female,55-74 years,60,5270209,1.14,Mexico2008,,"1,109,989,038,339",10864,Silent
Mexico,2008,male,5-14 years,111,11956461,0.93,Mexico2008,,"1,109,989,038,339",10864,Generation Z
Mexico,2008,female,75+ years,13,1565132,0.83,Mexico2008,,"1,109,989,038,339",10864,Silent
Mexico,2008,female,5-14 years,73,11564700,0.63,Mexico2008,,"1,109,989,038,339",10864,Generation Z
Mexico,2009,male,75+ years,163,1144924,14.24,Mexico2009,,"900,045,362,045",8651,Silent
Mexico,2009,male,25-34 years,985,9636154,10.22,Mexico2009,,"900,045,362,045",8651,Generation X
Mexico,2009,male,35-54 years,1271,12663131,10.04,Mexico2009,,"900,045,362,045",8651,Boomers
Mexico,2009,male,55-74 years,497,5132854,9.68,Mexico2009,,"900,045,362,045",8651,Silent
Mexico,2009,male,15-24 years,1032,11057116,9.33,Mexico2009,,"900,045,362,045",8651,Millenials
Mexico,2009,female,15-24 years,359,10695396,3.36,Mexico2009,,"900,045,362,045",8651,Millenials
Mexico,2009,female,25-34 years,212,9636739,2.2,Mexico2009,,"900,045,362,045",8651,Generation X
Mexico,2009,female,35-54 years,234,13420062,1.74,Mexico2009,,"900,045,362,045",8651,Boomers
Mexico,2009,female,55-74 years,74,5495711,1.35,Mexico2009,,"900,045,362,045",8651,Silent
Mexico,2009,male,5-14 years,109,11979752,0.91,Mexico2009,,"900,045,362,045",8651,Generation Z
Mexico,2009,female,5-14 years,81,11560068,0.7,Mexico2009,,"900,045,362,045",8651,Generation Z
Mexico,2009,female,75+ years,6,1622435,0.37,Mexico2009,,"900,045,362,045",8651,Silent
Mexico,2010,male,75+ years,165,1187437,13.9,Mexico2010,0.746,"1,057,801,282,051",9991,Silent
Mexico,2010,male,25-34 years,936,9704369,9.65,Mexico2010,0.746,"1,057,801,282,051",9991,Generation X
Mexico,2010,male,15-24 years,1074,11192708,9.6,Mexico2010,0.746,"1,057,801,282,051",9991,Millenials
Mexico,2010,male,35-54 years,1191,13117850,9.08,Mexico2010,0.746,"1,057,801,282,051",9991,Generation X
Mexico,2010,male,55-74 years,483,5353293,9.02,Mexico2010,0.746,"1,057,801,282,051",9991,Silent
Mexico,2010,female,15-24 years,350,10827976,3.23,Mexico2010,0.746,"1,057,801,282,051",9991,Millenials
Mexico,2010,female,25-34 years,177,9676184,1.83,Mexico2010,0.746,"1,057,801,282,051",9991,Generation X
Mexico,2010,female,35-54 years,231,13887708,1.66,Mexico2010,0.746,"1,057,801,282,051",9991,Generation X
Mexico,2010,female,55-74 years,62,5735458,1.08,Mexico2010,0.746,"1,057,801,282,051",9991,Silent
